frame_number,header_frame_id,header_seq,header_stamp_nsecs,header_stamp_secs,markers_marker_name,markers_occluded,markers_segment_name,markers_subject_name,markers_translation_x,markers_translation_y,markers_translation_z
553314,"",78975,488389981,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,436.600727867,-304.658951327,832.399966782
553315,"",78976,498792655,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,436.917620318,-307.897980411,831.831786044
553316,"",78977,508581022,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,437.947651421,-312.208558563,831.741757487
553317,"",78978,518699913,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,438.038466012,-315.121169323,831.751753001
553318,"",78979,529524630,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,438.852150959,-318.599549726,831.106223185
553319,"",78980,538540484,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,437.442029754,-319.436056324,831.064680203
553320,"",78981,548568259,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,438.150837271,-322.789838772,831.87780512
553321,"",78982,558345832,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,437.693523778,-324.986131497,831.802163279
553322,"",78983,568330662,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,438.137554848,-328.526270713,831.695327751
553323,"",78984,578375816,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,438.792431745,-331.947587187,831.846135611
553324,"",78985,588288729,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,439.026399845,-335.034225001,831.785055696
553325,"",78986,598234838,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,439.325617486,-338.130742436,831.64940512
553326,"",78987,608647828,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,438.787197407,-340.377381066,831.295696509
553327,"",78988,618277144,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,439.168069097,-344.081719398,831.556932581
553328,"",78989,628370120,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,439.047524603,-347.556201514,831.026989365
553329,"",78990,639214255,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,438.881945434,-350.140402204,830.408192359
553330,"",78991,648230585,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,438.857765957,-352.813124672,831.240020295
553331,"",78992,658271758,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,439.796539118,-356.524505461,830.452042239
553332,"",78993,668340529,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,441.536294362,-361.653966037,830.297827672
553333,"",78994,678538736,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,440.113092241,-362.797935245,830.445430636
553334,"",78995,688599327,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,439.346638777,-365.277352131,831.158288998
553335,"",78996,698789184,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,439.641187825,-369.05869835,830.230651575
553336,"",78997,708831782,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,439.62021822,-371.745905401,830.838358341
553337,"",78998,718421848,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,439.776780431,-374.870845696,830.907251369
553339,"",78999,738360855,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,439.646794509,-381.140254225,830.387602634
553340,"",79000,748359722,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,439.98563706,-384.498275432,830.415682015
553341,"",79001,758356567,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,439.987310839,-387.69897547,830.482203802
553342,"",79002,768371064,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,440.06252449,-390.930627732,830.211992581
553343,"",79003,778564881,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,440.078668421,-394.096112572,830.189934932
553344,"",79004,788335829,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,440.184041862,-397.49222842,830.053921501
553345,"",79005,798584742,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,440.703222677,-401.770606829,829.760398987
553346,"",79006,808339402,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,442.693781696,-406.940115952,829.26958095
553347,"",79007,818599666,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,442.684450915,-410.240404598,829.142634423
553348,"",79008,828663594,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,442.513431095,-413.088328049,829.870990987
553349,"",79009,838646411,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,442.628919579,-416.097793083,829.801015099
553350,"",79010,848568732,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,442.508341001,-419.619863466,829.38326708
553351,"",79011,858386631,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,442.437140074,-422.674750049,829.572661909
553352,"",79012,868407929,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,442.338749501,-426.117221189,829.132315661
553353,"",79013,878347035,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,442.245397812,-429.41780754,828.943634176
553354,"",79014,888449628,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,440.401374484,-430.193873188,828.699765623
553355,"",79015,898503879,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,440.321030993,-433.578029751,828.82480358
553356,"",79016,908409924,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,440.336974435,-437.398946008,828.846779958
553357,"",79017,918362960,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,440.19849439,-440.703878532,828.631617871
553358,"",79018,928803547,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,439.495043649,-443.937297013,828.591516128
553359,"",79019,938587600,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,439.063927273,-446.744412793,828.087579914
553360,"",79020,948400935,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,438.846107474,-449.996071854,828.065878907
553361,"",79021,958412484,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,438.49736564,-453.195078833,827.644826627
553362,"",79022,968420748,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,438.544019771,-456.632245806,827.682621808
553363,"",79023,979273624,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,438.321326155,-459.968502569,827.48449549
553364,"",79024,988349380,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,438.617729906,-464.519140031,827.370524585
553365,"",79025,998293674,1545433888,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,439.974583428,-468.885703146,826.881939118
553366,"",79026,8257672,1545433889,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,439.41903613,-471.548939489,827.518611995
553367,"",79027,18330466,1545433889,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,440.003936824,-476.604631275,826.812166645
553368,"",79028,28786893,1545433889,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,439.512943757,-479.504718008,827.333909241
553369,"",79029,38572126,1545433889,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,439.309892698,-483.00088968,826.181698044
553370,"",79030,49074099,1545433889,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,438.962069394,-486.35292237,826.036260629
553371,"",79031,58719080,1545433889,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,435.832897241,-486.682015207,826.389372576
553373,"",79032,78823045,1545433889,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,435.43830639,-493.598246018,826.406204973
553375,"",79033,98423262,1545433889,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,434.630167756,-500.259397042,825.727623653
553376,"",79034,108433813,1545433889,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,433.909861586,-503.599696487,824.988709941
553377,"",79035,118384217,1545433889,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,433.720858236,-506.971280634,825.322994955
553378,"",79036,129265195,1545433889,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,433.49373831,-510.639821477,825.053956322
553379,"",79037,139074523,1545433889,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,433.22662251,-514.033651635,824.819126218
553380,"",79038,148855383,1545433889,TELLO1``TELLO2``TELLO3``TELLO4``OBSTACLE1``OBSTACLE2``OBSTACLE3``OBSTACLE4,False``False``False``False``False``False``False``False,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,TELLO``TELLO``TELLO``TELLO``OBSTACLE``OBSTACLE``OBSTACLE``OBSTACLE,435.404240086,-520.109859613,824.989577985
